train_id,name,item_condition_id,category_name,category_name 1,category_name 2,category_name 3,category_name 4,category_name 5,brand_name,price,high_priced,shipping,item_description,has_offer
7462,Adidas Windbreaker Jacket,3,Men/Coats & Jackets/Windbreaker,Men,Coats & Jackets,Windbreaker,,,Adidas,14,0,0,"women's size large ""adidas"" jacket in excellent condition. only worn a few times",0
7463,American Apparel dog baseball Tees,1,,,,,,,Unknown,24,0,0,size s. these tees are completely sold out and no longer available in store. original tags still on them.,0
7464,NWOT Small hula honey swim top,2,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Hula Honey,10,0,0,hot pink push up swim suit top made by hula honey! fringe across front is super cute for the beach. never worn and comes from clean smoke free home.,0
7465,LOLA organic tampons ( new in box),1,Beauty/Other/Other,Beauty,Other,Other,,,Lola,12,0,1,"bpa free, 18ct (8) regular (7) super and (3)light, unscented, organic. good quality. switching to lola pads that's why i'm selling. it's going to cost me [rm]-4 to ship so ****please take that into consideration plus the 10% that is take for commission ****",0
7466,4oz Oscar Blandi dry texture & volume,1,Beauty/Hair Care/Styling Products,Beauty,Hair Care,Styling Products,,,Unknown,12,0,1,"birchbox say, ""we love the sexy bedhead look, but our hair rarely looks hot right after we roll out of bed in the morning. thatâ€™s why weâ€™re totally obsessed with this volumizing spray from celebrity stylist oscar blandi. all we have to do is lift sections of hair while spraying it from ends to roots, and voila! weâ€™ve got sultry, tousled strands in less time than it takes to get a vanilla soymilk latte en route to the office."" new! never used!! retails for [rm] and sold outmost places.",0
7467,Nike hyperdunk basketball shoes,3,Women/Shoes/Athletic,Women,Shoes,Athletic,,,Nike,25,0,1,size 9 in women's and 7.5 in men's. they were used for a couple months for basketball games but still in great condition. make me an offer,1
7468,White Chalk Marker + Chalkboard Labels,1,Home/Kitchen & Dining/Storage & Organization,Home,Kitchen & Dining,Storage & Organization,,,Unknown,10,0,1,"you will receive 1 white chalk marker plus 16 deco chalkboard labels. *note: canisters/containers shown in photo not included* chalk marker these can be used as n almost every surface, chalkboards, dry erase, windows, wood, ceramics..etc (sharpie style) plus a set of 16 chalkboard label stickers. photo's show use of the stickers. multi use stickers can be used on glass, wood, paper & plastic. great for mason jars, kitchen storage, scrapbooking and a number of other possibilities. they are eraseable with the writers and reuseable. i offer bundle discounts and can combine shipping if interested in more then 1 item! take a look at my other listings i carry clothing, crafts, home decor items.. shabby chic, rustic, candles & more available! ****** i ship same or next day as payment is made m-f only**** **liquidating all planner, rubber stamps, arts and crafts, poly bags and scrapbooking supplies kits & bundles**",1
7469,"Bundle: that glow,primer&kylie kyshadow",1,Beauty/Makeup/Makeup Palettes,Beauty,Makeup,Makeup Palettes,,,Kylie Cosmetics,52,0,0,* brand new sealed *authentic *full size benefit porefessional primer * all 3 for the price *price is firm * thanks for shopping with me!!!,0
7470,Mac Wonder Woman,2,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Mac Cosmetic,11,0,1,lipgloss wonder woman never used no box,0
7471,Hollister Skinny Jeans,3,"Women/Jeans/Slim, Skinny",Women,Jeans,"Slim, Skinny",,,Hollister,12,0,0,"size 3, long. first picture is cropped to make the whole picture visible. i am 5'3 and these are too long for me so i have rarely worn them. they are low rise, dark blue",0
7472,Brandy Melville Wavy Top,3,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,Brandy Melville,20,0,1,it's black,0
7473,Bling Wallflower Holder with Bulb,1,Home/Home DÃ©cor/Home Fragrance,Home,Home DÃ©cor,Home Fragrance,,,Bath & Body Works,16,0,1,brand new from bath and body works!! super cute bling/shimmering holder! wallflower scent - turquoise waters please ask any questions before purchasing. thank you :),0
7474,Over the knee black boots,2,Women/Shoes/Boots,Women,Shoes,Boots,,,Mossimo,39,0,0,"completely new, only worn once! selling because it is a size too small. suede material and fits super well!",0
7475,Swimwear Set 18-24 Months,2,Kids/Girls 0-24 Mos/Swimwear,Kids,Girls 0-24 Mos,Swimwear,,,Gymboree,24,0,1,size 18-24 months euc. shoes are 5-6 and hat is 2t.,0
7476,F/S Elizabeth & James Nirvana Rose,1,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,Sephora,10,0,1,"selling brand new travel size (0.10 oz/ 3 ml 0.10 oz/ 3 ml) elizabeth and james nirvana rose eau de parfum mini rollerball. no box but brand new. product info elizabeth and james nirvana rose is a seductive floral blend embodying the heart of a dark rose with notes of rose de mai, geranium, and vetiver for a sultry, refined scent with intrigue. bringing a lightness to nirvana, the scarlet toned bottle with rich gold accents blends feminine curves with contrasting architectural lines ashley and mary-kate wanted the signature fragrance for elizabeth and james to embody the same sense of duality inherent to their partnership and the brand. the elizabeth and james nirvana fragrance collection represents the ultimate state of happiness: an idyllic memory, feeling, moment, or experience. notes: rose de mai, geranium, vetiver. style: confident. refined. seductive. f/s elizabeth & james nirvana rose",0
7477,BOBS Shoes,2,Women/Shoes/Other,Women,Shoes,Other,,,Unknown,14,0,0,like new use only a few hours,0
7478,(13) Hipster Band Aesthetic Stickers,1,Handmade/Paper Goods/Sticker,Handmade,Paper Goods,Sticker,,,Unknown,4,0,1,"""i knew them before they were famous!"" xd stickers are â€¼ï¸�matteâ€¼ï¸� disclaimer: this sticker set may contain some mature content. disclaimer: all stickers were cut out by hand so they may not be perfect, but i assure you that they are the close as possible. the stickers that are sent to you the the same stickers from the photo shown. â€¼attention!!: these are stickers! i have sold many sets and people have been able to peel them. just because you have issues peeling yours does not mean they are just pieces of paper!!! tips for peeling are below. tips for peeling: it is best to be patient with your stickers. it may be hard to peel them at first but you will get the hang of it. 1. use your nail to separate the sticker from its paper. 2. if you don't have nails, get someone who has nails 3. bend a very small portion of the sticker back and peel from there",0
7479,Fuji Film accessories kit Bundle,1,Electronics/Cameras & Photography/Camera & Photo Accessories,Electronics,Cameras & Photography,Camera & Photo Accessories,,,Fuji,16,0,0,brand is by discoball kit fits fuji film camera brand new in box bundle set for the fujifilm instax mini 8 instant camera. package included 1 * camera case 1 * discoball neck shoulder strap belt 1 * album 1 * selfie lens 1 * pen 2 * corner stickers 4 * colored filter 5 * film table frames 20 * wall hanging frame 40 * border stickers,0
7480,Stella and Dot Bianka lariat,2,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Unknown,22,0,0,worn twice,0
7481,"NWOT Bebe Tube Top, S, SALE [rm]",2,Women/Tops & Blouses/Knit Top,Women,Tops & Blouses,Knit Top,,,Bebe,10,0,0,nwot bebe tube top in size s. this top is multicolored brown/tan striped. bought but never got to wear so in excellent condition. perfect to wear under a cardigan! retails for [rm] now on sale only [rm],1
7482,Personalized mugs NY Giants,1,Handmade/Housewares/Kitchen,Handmade,Housewares,Kitchen,,,Unknown,10,0,1,any team any name,0
7483,Colorful bikini swimsuit-neon color NWOT,2,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Unknown,14,0,0,"teal, purple, yellow bottoms and black & white striped top with same colored accents. bought online as medium, fits like a small. top has small amount padding. new without tags",0
7484,Kylie Cosmetics Liquid Lipstick,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Kylie Cosmetics,20,0,1,"shade is angel - new - unswatched i don't have proof of receipt, this came out of the holiday edition bundle box that my boyfriend bought me for christmas. i didn't keep the receipt. i have other kylie cosmetics items on my page and i have proof of purchase of those. this is 100% authentic. i'm just selling this shade because i also bought the 4 piece set from the holiday collection and it also had the shade angel. i don't need two. price includes shipping and 10% selling fee.",0
7485,Farm decor Rae Dunn pouch,1,Home/Home DÃ©cor/Home DÃ©cor Accents,Home,Home DÃ©cor,Home DÃ©cor Accents,,,Rae Dunn,16,0,0,no description yet,0
7486,New dymo label maker,1,Other/Office supplies/Shipping Supplies,Other,Office supplies,Shipping Supplies,,,Unknown,18,0,0,new!!! retail price of [rm],0
7487,WOMEN'S CHAMPION PERFORMANCE L/S TEE,3,Women/Athletic Apparel/Shirts & Tops,Women,Athletic Apparel,Shirts & Tops,,,Champion,13,0,1,this performance shirt is a great color and fit. no snags or pulls. only worn a few times. great condition. smoke free.,0
7488,twilight woods spray,2,Beauty/Skin Care/Body,Beauty,Skin Care,Body,,,Unknown,8,0,1,8 fl oz,0
7489,Cabbage patch kid,1,Vintage & Collectibles/Antique/Collectibles,Vintage & Collectibles,Antique,Collectibles,,,Unknown,5,0,1,cabbage patch kid,0
7490,Wine bodysuit,1,Women/Swimwear/One-Piece,Women,Swimwear,One-Piece,,,Fashion Nova,16,0,0,brand new with tags!,0
7491,Woman's Nike Dri-fit Shorts Size S,3,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Nike,10,0,1,"good condition polyester and spandex woman's s free ship, ship next day ask all questions before buying check out my other listings on m3rcari!!!",0
7492,Gerber cereal,1,Kids/Feeding/Other,Kids,Feeding,Other,,,Gerber,12,0,0,new 8 boxes (3 oatmeal 3 rice gerber and 2 beacnuts rice cereal nov 2017,0
7493,BRAND NEW DISNEY MOANA DVD,1,Electronics/Media/DVD,Electronics,Media,DVD,,,Unknown,13,0,0,brand new in plastic. firm price. not going lower. no free shipping.please read my info on my page before buying.,0
7494,Columbia rain coat white,3,Women/Coats & Jackets/Raincoat,Women,Coats & Jackets,Raincoat,,,Columbia,24,0,1,"columbia rain coat, white, euc, size small",0
7495,âœ¨Only A Few Leftâœ¨,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,8,0,1,"create full and defined brows with the 2ndâ love eyebrow gel. our easy to use gel formula glides smoothly on skin and brow hair for beautiful color and shape. use it to fill, sculpt and lengthen for perfect brows. the quick-dry gel sets quickly and is suitable for all day wear. â waterproof & smudge proof directions: step 1: dip brow brush into the gel pot. wipe off any excess gel on top edge of the pot or on a tissue. step 2: follow the natural shape of your brows and use brow brush to outline brows. step 3: with light brush strokes, fill in brows and thicken as desired.",0
7496,Misc jewelry costume,3,Women/Jewelry/Earrings,Women,Jewelry,Earrings,,,Unknown,9,0,0,miscellaneous costume jewelry,0
7497,Skull Long Sleeve,3,Women/Tops & Blouses/Knit Top,Women,Tops & Blouses,Knit Top,,,Daytrip,14,0,0,daytrip size medium long sleeve tee with skull design on front,0
7498,Faux leather vest - women's M,2,Women/Coats & Jackets/Vest,Women,Coats & Jackets,Vest,,,FOREVER 21,11,0,1,"forever 21 women's faux leather black vest with silver metal studs at shoulders, silver metal zips, buckles. worn once",0
7499,"BCBG sandals, great summer sandal",2,Women/Shoes/Sandals,Women,Shoes,Sandals,,,BCBGeneration,55,0,1,memorial day deal ! beautiful summer sandal with sundresses or skirts.,0
7500,Pink Duffle Bag & Water Bottle,1,Women/Women's Handbags/Totes & Shoppers,Women,Women's Handbags,Totes & Shoppers,,,PINK,34,0,0,new with tags pink duffle bag with water bottle,0
7501,Brown Loft Dress Pants (slacks),1,Women/Pants/Dress Pants,Women,Pants,Dress Pants,,,Ann Taylor LOFT,24,0,0,"new with tags ! brown loft dress pants (slacks) size 4p but also fits regular size 4 . the fabric is perfect with for year round wear. the are comfortable for a a business casual, work attire or just for fashion.",0
7502,TN VOLS Barbie,1,Kids/Toys/Dolls & Accessories,Kids,Toys,Dolls & Accessories,,,Barbie,8,0,0,box is beat up some but barbie is great. never opened.,0
7503,Toms natural canvas,1,Women/Shoes/Loafers & Slip-Ons,Women,Shoes,Loafers & Slip-Ons,,,Unknown,28,0,1,brand new no box comes with toms bag sz8,0
7504,"L.A Idol BLING Boot Jeans 26x34""",3,Women/Jeans/Boot Cut,Women,Jeans,Boot Cut,,,LA Idol,21,0,0,"hello! this is a used item, our used items come from different sources.they have been laundered and ready to wear, our items are all in fair to great preowned condition. we will try our best to include a detailed description of each item, keep in mind they are previously loved and show normal wear and tear. please read description closely and feel free to ask questionsâ�£ la idol style: boot 97% cotton 3%elastin condition: good used all stones in tact missing one rivet in back badge sz 0 (26) tag reads 26x34 our measurements: waist across: 13"" inseam: 34"" item#:090-6",0
7505,Gymshark Leggings,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Gymshark,42,0,0,"like new, just didn't fit! [rm] obo",0
7506,Too faced makeup eyeshadow freeshipping,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,25,0,1,"free shipping + brand new + clearance don't purchases before reading following details. [01] product detials christmas in new york the chocolate shop type:eye shadow benefit:long-lasting,easy to wear,natural,brighten, finish:shimmer,matte,natural ingredient:eye shadow quantity:1 [02] is it authentic? yeah, all of them are new item and come with new tag. [03] how long will it take to get order? we will ship within 4-5 days, it will take around 7-10 business days to arrive. too faced the chocolate shop,beauty,makeup,cosmetic,eyeshadow,eyeshadow makeup palette,face makeup,eye makeup,natural,shadow",0
7507,Black Leggings with Fish,1,Women/Jeans/Leggings,Women,Jeans,Leggings,,,LuLaRoe,15,0,1,"brand new black tc leggings with mosaic fish on them. i love them but i bought them in the wrong size :( my loss is your gain. (ignore the size this site made me put, it is a standard tc size)",0
7508,Guitar Hero World Tour Playstation 2,3,Electronics/Video Games & Consoles/Games,Electronics,Video Games & Consoles,Games,,,Unknown,5,0,1,in good pre owned condition free shipping check out my other listings,0
7509,Blush Pink Bikini Bottom with Slits!,1,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Unknown,10,0,1,"ordered online, way too small for me :/",0
7510,White Lace Bralette Crop Top âœ¨,1,"Women/Tops & Blouses/Tank, Cami",Women,Tops & Blouses,"Tank, Cami",,,Unknown,13,0,1,"sizes available medium, large & xtra large âœ¨ measurements: medium- 60m large- 65m xl- 70m want a more loose fit or bigger breast size? go a size up âœ¨ (model is wearing size m) if you have any questions message me â�¤",0
7511,1D rubber bracelets,2,Women/Jewelry/Bracelets,Women,Jewelry,Bracelets,,,Unknown,6,0,1,"from ""where we are"" tour. absolutely no flaws at all",0
7512,Solid Black Lularoe OS NEW IN PACK,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,LuLaRoe,44,0,0,brand new with tags and bag one size solid black no free shipping this is my lowest my price is firm please do not ask me to take less**,0
7513,3 Loreal infallible foundations,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,L'Oreal,12,0,1,loreal infallible pro-glow foundation shade: 203 nude beige **new** all unopened bundle of 3,0
7514,Nike Dri Fit Shorts,3,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Nike,12,0,0,"â€¢nike dri-fit athletic running shorts â€¢size: medium â€¢all items checked for stains, holes, and excessive wear: if no issues noted then item is in very good condition! â€¢comes from smoke free home â€¢original retail is: [rm] â€¢open to offers â€¢bundle discounts available â€¢ships within 24 hours of purchasing, will communicate if not able to ship in that timeframe â€¢feel free to ask any additional questions",1
7515,L Tropical Floral Print Lola,3,Women/Skirts/A-Line,Women,Skirts,A-Line,,,LuLaRoe,24,0,0,"size large lola with white slip. a few small mystery spots on the inner skirt but none on the outer skirt, otherwise euc. smoke free home. i do have a small dog but she's not allowed to wear my llr",0
7516,Complete Cleanse | Total Body Detox,1,Other/Daily & Travel items/Sports Nutrition,Other,Daily & Travel items,Sports Nutrition,,,Unknown,35,0,1,"retail [rm] selling [rm] the harsh reality is that the average individual walking around is carrying 4-20 pounds of toxins, waste, plaque and mucus in our gastro intestinal tracts that can have an array of side effects and leave you struggling for optimum health. quite frankly, with the abundance of preserved and frozen foods, diets full of sodium, sugars, fast foods, and lacking ample amounts of roughage and fiber regularly, everyone needs to detox. complete cleanse will help remove toxins and impurities to promote improved overall health and wellness. start you cleanse today! *supports healthy, comfortable elimination and bowel health *lose weight *reduce bloating *flatten your midsection *relieves constipation *increases metabolism *supports healthy immune system",0
7517,Nude Siena LipSense,3,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,SeneGence,11,0,1,lipsense discontinued color!!! this was opened and used once by me! just trying to make room for new inventory over here :) and get rid of the old colors i don't love on my skin tone. ships same day!,0
7518,Shakira TV Y Novelas Magazine,3,Other/Magazines/Lifestyle & Cultures,Other,Magazines,Lifestyle & Cultures,,,Unknown,8,0,1,shakira tv y novelas magazine,0
7519,Rinklles Eye Brow Razor !,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,4,0,1,rinklle eye brow razor! free shipping !! brand new sealed! set of 3 ! never used. free shipping ! all bundles are 10% off! prices are reasonable. any questions message me. thank you for shopping with sammy's closet.,0
7520,FREE SHIP Pearl monogram earrings!!,1,Women/Jewelry/Earrings,Women,Jewelry,Earrings,,,Unknown,15,0,1,these are 16mm earrings with a monogram decal on them! soo cute!,0
7521,5 new pink lanyards,2,Women/Women's Accessories/Wallets,Women,Women's Accessories,Wallets,,,PINK,15,0,1,5 new pink lanyards buy today get free gift.,0
7522,Skylanders level,3,Electronics/Video Games & Consoles/Games,Electronics,Video Games & Consoles,Games,,,Unknown,6,0,1,dark level for trap team,0
7523,Nike Metcon Women's 8,3,Women/Shoes/Athletic,Women,Shoes,Athletic,,,Nike,24,0,1,"purple, grey, black swoosh, neon green accents please see pics for wear.",0
7524,NIKE AIR JORDAN OL SCHOOL II sz 11,3,Men/Shoes/Athletic,Men,Shoes,Athletic,,,Air Jordan,21,0,0,no description yet,0
7525,Top 2x,3,Women/Tops & Blouses/Blouse,Women,Tops & Blouses,Blouse,,,Unknown,5,0,1,no description yet,0
7526,Hollister Shorts,3,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Hollister,11,0,0,size 7 could fit like a 3 stretchy,0
7527,Medium Under Armour Shorts,2,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Under Armour,9,0,0,"work out shorts size medium with mesh sides, great condition hardly ever worn",0
7528,Starcraft 64 for nintendo 64 n64,3,Electronics/Video Games & Consoles/Games,Electronics,Video Games & Consoles,Games,,,Nintendo,40,0,1,works great,0
7529,Vs Pink onesie,2,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,Unknown,39,0,1,"wore once, fits true to size also small, i am 5'6 have no arm or leg length problems",0
7530,2 boxes full of baby girl items!!,1,Kids/Girls 0-24 Mos/One-Pieces,Kids,Girls 0-24 Mos,One-Pieces,,,Carter's,64,0,0,35+ pieces of clothing. sized range from 0-3 3-6 months!,0
7531,Jimmy Choo Pink Exotic Perfume and MK,3,,,,,,,Unknown,48,0,0,3.3 oz / 100 ml authentic jimmy choo exotic perfume eau de parfum fragrance. there is a tiny bit gone as shown in the pictures. i just never use it! ask about a bundle with my jimmy choo perfume body lotions! and mk sporty citrus,0
7532,BCBGeneration PASSION RED PUMPS,1,Women/Shoes/Pumps,Women,Shoes,Pumps,,,BCBGeneration,46,0,0,"brand new, unused, unworn, super comfortable and stylish. color: red with gold stripe down the back. available for sale in size 9.5. original price is [rm]. comes with box.",1
7533,Nintendo ds case (free ship),2,Electronics/Video Games & Consoles/Accessories,Electronics,Video Games & Consoles,Accessories,,,Nintendo,6,0,1,like new ds case,0
7534,Victoria's Secret Pink lounge pants,3,Women/Athletic Apparel/Tracksuits & Sweats,Women,Athletic Apparel,Tracksuits & Sweats,,,PINK,13,0,0,"sz small. some wear to bottom hem. super soft, worn look.",0
7535,Ferrari passion cologne,3,Beauty/Fragrance/Men,Beauty,Fragrance,Men,,,Unknown,30,0,1,ferrari cologne only used it a few times it's almost full bottle.,0
7536,Women's New Balance 574 encap 7,3,Women/Shoes/Athletic,Women,Shoes,Athletic,,,New Balance,26,0,1,really good condition i wore like 2-3 times max nothing's wrong just don't wear much nor have anything to match with it,0
7537,J. Crew (2 Pairs) Platform Flip Flops,3,Women/Shoes/Sandals,Women,Shoes,Sandals,,,J. Crew,21,0,0,2 pairs of platform flip flops from j. crew! both in good condition with normal wear. size 7:),0
7538,Apple Hookah Pen â€¢ Free Ship,1,Vintage & Collectibles/Toy/Electronic,Vintage & Collectibles,Toy,Electronic,,,Unknown,6,0,1,"prices are firm! make sure you read the description before buying! after purchase of the listing, message me what flavor(s) you would like, or you will be given by random! description: comes brand new with top quality! up to 500 normal puffs no tar, tobacco, or nicotine! weight: 22g battery capacity: 280mah flavors: apple - bubble gum - chocolate - grape - peach - pineapple - redbull - strawberry - watermelon - vanilla bundle option available 1 for [rm] 2 for [rm] 3 for [rm] 4 for [rm] 5 for [rm] ask for more.",0
7539,Gorgeous D&G Dolce&Gabbana,2,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,D&G,71,0,0,"like new dark maroon d&g purse , gold implem, silver lock w chain design, light weight",0
7540,Pioneer Woman Butter Dish,1,Home/Kitchen & Dining/Kitchen Utensils & Gadgets,Home,Kitchen & Dining,Kitchen Utensils & Gadgets,,,Unknown,17,0,1,new in box. this is my personal one. love it. box has never been opened.,0
7541,Miu miu eyeglasses,3,Women/Women's Accessories/Sunglasses,Women,Women's Accessories,Sunglasses,,,Unknown,74,0,0,"they are in in great condition, have a little to nothing of optical in them. you can change the glass to your needs. beautiful pair of eye glasses. they make you stand out from the crowd.",0
7542,30 PolyMailers,1,Other/Office supplies/Shipping Supplies,Other,Office supplies,Shipping Supplies,,,Unknown,9,0,1,30 - 10x13 polymailers (hawaiian),0
7543,High Waist Vintage Jean,3,Vintage & Collectibles/Clothing/Pants,Vintage & Collectibles,Clothing,Pants,,,Unknown,20,0,0,very vintage high waisted pants. i'd say size 2-4. they're destroyed. purple acid washed. zipper works,0
7544,Silicone beauty blender LIMITED LEFT,1,Beauty/Makeup/Brushes & Applicators,Beauty,Makeup,Brushes & Applicators,,,Sephora,9,0,1,"the anti-sponge! â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�ù‹ â€¢the silicone sponge like makeup applicator was designed to completely eliminate wasted makeup. while sponge applicators soak up large amounts of makeup during application, the ""anti-sponge"" perfectly applies and blends your foundation, blush, highlighter, and concealer without absorbing one drop! only half the amount of product is needed as compared to a traditional sponge or brush applicators. â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸�â–«ï¸� â€¢easily cleaned with soap and water. this is for one sponges, color depends on availability",0
7545,Window valance,3,Home/Home DÃ©cor/Window Treatments,Home,Home DÃ©cor,Window Treatments,,,Unknown,9,0,0,no description yet,0
7546,kate spade new york Concord Street Gail,2,Women/Women's Handbags/Satchel,Women,Women's Handbags,Satchel,,,Kate Spade,60,0,1,"this bag has never been used and is in new condition. the navy blue paired with a fun stripe of bright blue makes this bag easy to wear year round. the same style in white is currently listed on kate spade new york's website for [rm], don't pass this price up! dust bag not included.",0
7547,Temperature Flower Essence lipstick,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Unknown,10,0,1,"clever cat shine flowers lipstick. changes colors with temperature change. it works with your body temperature and complexion to give you a perfect shade everyday. flower essence lipstick. color changes from clear to various shades of pink depending on your body temperature and skin tone. apply as you would normally with lipstick or lip balm. give your lips a pucker, and watch the magic happen. in addition to always looking like the perfect color for anyone who wears it, it's also great for treating & preventing chapped lips. all items are brand new and will ship in 1-2 days with tracking. once shipped they will arrive in 3-4 days.",0
7548,NEW POSIE K MATTE LIQUID LIPSTICK,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Kylie Cosmetics,18,0,0,100% authentic! receipt available if needed! it has never been swatched or use! i already have this lipstick and didn't remember when i ordered the second time,0
7549,PIXI GLOWING TONIC,1,Beauty/Skin Care/Face,Beauty,Skin Care,Face,,,Sephora,13,0,1,pixi by petra glowing tonic water great toner for a great shine,0
7550,NWT forever 21 red bodycon dress S,1,Women/Dresses/Knee-Length,Women,Dresses,Knee-Length,,,FOREVER 21,10,0,0,"brand new red bodycon dress. not a minidress. hits at knee. i'm 5'4"". size women s bundle to save on shipping checkout my closet for more women's items smoke free pet free home",0
7551,NEW Sephora Hello Kitty Diaries Makeup,1,Beauty/Makeup/Makeup Palettes,Beauty,Makeup,Makeup Palettes,,,Hello Kitty,26,0,0,"this collectible set offers 15 exclusive hello kitty color cosmetics and collectibles in one case. from lip glosses, to eye shadow sticks, liquid eyeliners, to a mini coin purse and a hello kitty figurine, this fun selection of trinkets is filled with all of hello kittyâ€™s beauty secrets in one special place. open the diary to reveal a special message from hello kitty herself as she gets ready for her party. this set contains: - milk money coin purse - charmmy hair tie - 1974 figurine - 16 x all better bandages - 2 x all eyes on hello kitty eyeliner appliquã©s - 1 pair supercute accent nail appliquã©s - 2 x 0.10 oz xoxo lip glosses in strawberry pink, toffee nude - 2 x 0.14 oz pretty in pearl eyeshadow sticks in hot cocoa, champagne rose - 2 x 0.14 oz electric slide liquid liners in violet, royal blue - 2 x 0.12 oz plush pout lip balm in cherry red, coral crush - 0.30 oz pink streak hair mascara - silver storage box with 15 items/ packages - 1 hello kitty letter",1
7552,iPhone 6 Plus tempered glass screen new,1,Electronics/Cell Phones & Accessories/Screen Protectors,Electronics,Cell Phones & Accessories,Screen Protectors,,,Unknown,5,0,1,"brand-new never used in the package apple iphone 6+ plus tempered glass. screen protector. prevents screen cracking, breaking from normal every day use to extreme used. preventative for scratches, scuffs, water. i keep one personally on my phone. works wonders! i have dropped my phone numerous of times and only had to replace the screen protector once! if it had not been on there, i would of had to replace my entire screen multiple times! highly recommended by me and everyone i know",0
7553,RARE Lululemon Runner Half Zip (6),3,Women/Athletic Apparel/Shirts & Tops,Women,Athletic Apparel,Shirts & Tops,,,Lululemon,41,0,0,"super rare!!! like the runbeam hoodie. excellent used condition! only selling because it doesn't fit me anymore. wore about 5 times max. no cracking on outer reflective birds! does have slight stain on upper back right sleeve, but barely noticeable!(see last pic) always hung dry. very minor piling. mesh sides. does not have thumbholes. has ponytail hole in hood. has headphone hole. the color is hot pink. size 6",0
7554,2 Pairs Mink Lashes 3D Eyelashes #02,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,10,0,1,"â�¤ï¸� super deal â�¤ï¸� @lash addict/kim â�¤ï¸�price is firm | free shipping â�¤ï¸� mink wispies â€¢100% real mink fur strip lashes â€¢handcrafted high quality lashes â€¢will last up to 25 applications, handle with care. â€¢all pictures are mine @lash addict/kim â€¢ 2 pair mink eyelashes lashes no glue / add on for [rm]",0
7555,2PCS screen protector for iPhone 7 Plus,1,Electronics/Cell Phones & Accessories/Screen Protectors,Electronics,Cell Phones & Accessories,Screen Protectors,,,Apple,9,0,0,"2pcs screen protector for iphone 7 plus, fast shipping.",0
7556,Anne Klein bracelet watch,3,Women/Women's Accessories/Watches,Women,Women's Accessories,Watches,,,Anne Klein,19,0,0,hard metal bracelet like band. thin and elegant snap clip type (see pic#3) used but still in very good condition *note: no more battery*,0
7557,Scentsy FairyTale Cottage Warmer New Set,1,Home/Home DÃ©cor/Home Fragrance,Home,Home DÃ©cor,Home Fragrance,,,Scentsy,125,1,1,"adorable fairytale cottage warmer, still in box! 20 wax packs and 2 rooms sprays as well",0
7558,Vera Bradley Duffle,3,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,Vera Bradley,41,0,0,"weekender style duffle bag, perfect for a few days- a weeks worth of clothes has a shoulder strap and handles",0
7559,Nightmare Before Christmas Oogie's PS2,3,Electronics/Video Games & Consoles/Games,Electronics,Video Games & Consoles,Games,,,Sony,17,0,0,"tested and working! check out my other video games, consoles and accessories! my store is color-coded: search blue for playstation!",0
7560,Too Faced Hangover,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Too Faced,10,0,1,"too faced hangover. new & authentic. .16 oz / travel size no box replenishing face primer when you have a long night on the town put this product on your face the next day and it will make you look beautiful, rejuvenated & fully refreshed. amazing product. no holds or trades. thanks",0
